temperature,humidity,wind_speed,rainfall,time_of_day,crop_type,disease_type,label
31.0,74.2,8.6,4.8,Afternoon,Paddy,Blast,Bad
25.3,74.6,8.7,2.1,Night,Paddy,Blast,Bad
35.7,59.3,5.3,4.6,Afternoon,Paddy,Blast,Bad
30.0,67.4,6.6,0.0,Night,Paddy,Blast,Bad
22.5,49.3,8.3,0.0,Night,Paddy,Blast,Bad
24.8,68.0,12.8,0.0,Night,Paddy,Blast,Bad
32.4,54.7,12.2,0.0,Night,Paddy,Blast,Bad
26.0,80.2,13.8,0.0,Night,Paddy,Blast,Bad
38.7,45.9,8.2,0.0,Night,Paddy,Blast,Bad
20.2,50.1,6.3,0.0,Night,Paddy,Blast,Bad
19.7,64.8,5.8,0.7,Night,Paddy,Blast,Bad
23.7,47.1,7.9,0.0,Night,Paddy,Blast,Bad
26.0,57.1,13.3,0.3,Afternoon,Paddy,Blast,Bad
30.7,40.7,13.5,0.0,Night,Paddy,Blast,Bad
33.5,86.3,5.2,0.0,Night,Paddy,Blast,Bad
21.1,53.7,7.8,4.9,Afternoon,Paddy,Blast,Bad
33.5,71.5,8.8,0.0,Afternoon,Paddy,Blast,Bad
30.1,83.6,5.3,0.0,Night,Paddy,Blast,Bad
20.9,78.8,5.2,0.0,Night,Paddy,Blast,Bad
30.9,80.4,5.9,0.0,Afternoon,Paddy,Blast,Bad
32.8,83.7,12.1,1.5,Afternoon,Paddy,Blast,Bad
23.6,84.1,8.0,1.7,Night,Paddy,Blast,Bad
22.5,61.1,11.5,0.0,Afternoon,Paddy,Blast,Bad
34.7,70.2,13.1,0.0,Night,Paddy,Blast,Bad
38.5,37.5,9.4,0.7,Afternoon,Paddy,Blast,Bad
22.3,66.5,8.0,4.9,Afternoon,Paddy,Blast,Bad
34.7,66.8,8.3,1.5,Afternoon,Paddy,Blast,Bad
38.8,45.4,7.0,4.1,Afternoon,Paddy,Blast,Bad
25.4,44.0,13.8,2.0,Night,Paddy,Blast,Bad
38.0,88.2,8.1,4.0,Night,Paddy,Blast,Bad
32.3,50.6,6.6,1.5,Night,Paddy,Blast,Bad
33.5,45.6,6.7,0.0,Night,Paddy,Blast,Bad
19.7,36.8,5.8,0.0,Afternoon,Paddy,Blast,Bad
20.6,70.2,12.0,0.0,Night,Paddy,Blast,Bad
38.2,51.9,5.2,5.0,Afternoon,Paddy,Blast,Bad
37.7,45.1,14.8,0.0,Night,Paddy,Blast,Bad
34.0,61.1,7.0,0.0,Afternoon,Paddy,Blast,Bad
24.6,75.4,13.4,0.0,Night,Paddy,Blast,Bad
19.9,52.1,12.9,0.0,Night,Paddy,Blast,Bad
21.7,84.3,14.6,4.8,Afternoon,Paddy,Blast,Bad
25.0,79.9,8.2,0.0,Night,Paddy,Blast,Bad
27.8,74.0,5.7,0.0,Afternoon,Paddy,Blast,Bad
33.5,84.5,11.7,0.7,Afternoon,Paddy,Blast,Bad
30.1,58.1,7.9,0.0,Night,Paddy,Blast,Bad
20.5,89.5,10.1,2.0,Night,Paddy,Blast,Bad
37.6,34.6,8.2,0.0,Afternoon,Paddy,Blast,Bad
34.5,31.7,10.0,4.4,Night,Paddy,Blast,Bad
34.1,91.4,14.0,0.5,Night,Paddy,Blast,Bad
23.8,34.3,12.2,0.0,Night,Paddy,Blast,Bad
35.6,31.8,14.5,0.0,Afternoon,Paddy,Blast,Bad
29.2,61.1,12.4,0.0,Afternoon,Paddy,Blast,Bad
37.8,86.7,5.6,3.7,Afternoon,Paddy,Blast,Bad
32.4,93.0,8.5,0.0,Afternoon,Paddy,Blast,Bad
36.8,56.6,8.5,0.5,Night,Paddy,Blast,Bad
36.7,55.8,10.1,1.0,Night,Paddy,Blast,Bad
34.9,76.6,11.8,0.0,Afternoon,Paddy,Blast,Bad
27.8,56.3,14.3,2.2,Night,Paddy,Blast,Bad
36.4,66.9,14.4,0.0,Night,Paddy,Blast,Bad
28.8,52.4,11.7,0.0,Afternoon,Paddy,Blast,Bad
23.3,71.1,10.3,0.0,Night,Paddy,Blast,Bad
19.7,83.8,9.3,1.5,Afternoon,Paddy,Blast,Bad
20.3,67.7,10.3,0.0,Night,Paddy,Blast,Bad
38.0,79.2,14.0,0.0,Afternoon,Paddy,Blast,Bad
20.4,44.6,13.8,0.0,Night,Paddy,Blast,Bad
23.8,87.2,12.3,0.0,Afternoon,Paddy,Blast,Bad
19.1,63.8,8.0,0.0,Afternoon,Paddy,Blast,Bad
27.5,94.3,8.9,0.0,Night,Paddy,Blast,Bad
19.3,62.2,10.2,0.0,Afternoon,Paddy,Blast,Bad
31.4,79.7,11.0,0.0,Afternoon,Paddy,Blast,Bad
38.4,82.3,14.7,0.0,Afternoon,Paddy,Blast,Bad
38.4,66.2,9.5,0.0,Afternoon,Paddy,Blast,Bad
30.1,54.3,12.4,4.4,Night,Paddy,Blast,Bad
36.8,81.1,14.4,0.1,Afternoon,Paddy,Blast,Bad
33.3,32.5,7.0,0.0,Afternoon,Paddy,Blast,Bad
30.2,34.6,6.1,0.0,Afternoon,Paddy,Blast,Bad
36.4,72.0,6.9,0.0,Afternoon,Paddy,Blast,Bad
26.6,62.9,11.6,0.0,Night,Paddy,Blast,Bad
33.9,80.0,9.1,4.8,Afternoon,Paddy,Blast,Bad
31.7,56.6,9.2,3.3,Night,Paddy,Blast,Bad
30.0,73.5,13.9,0.0,Night,Paddy,Blast,Bad
23.1,79.2,6.0,3.2,Afternoon,Paddy,Blast,Bad
22.5,59.8,6.1,0.0,Afternoon,Paddy,Blast,Bad
22.7,60.8,14.2,3.1,Night,Paddy,Blast,Bad
23.6,81.4,11.2,0.1,Night,Paddy,Blast,Bad
37.4,58.1,7.1,3.0,Night,Paddy,Blast,Bad
37.8,67.3,11.9,0.0,Night,Paddy,Blast,Bad
19.4,50.7,5.2,0.0,Night,Paddy,Blast,Bad
35.9,54.4,7.7,0.0,Afternoon,Paddy,Blast,Bad
22.2,40.2,8.9,1.2,Night,Paddy,Blast,Bad
34.9,60.4,13.5,0.0,Afternoon,Paddy,Blast,Bad
31.9,64.0,7.6,0.0,Afternoon,Paddy,Blast,Bad
24.2,54.5,10.1,0.0,Night,Paddy,Blast,Bad
22.5,58.1,9.3,4.8,Afternoon,Paddy,Blast,Bad
30.1,61.6,6.6,0.7,Night,Paddy,Blast,Bad
26.2,42.2,7.0,0.0,Afternoon,Paddy,Blast,Bad
25.6,84.9,12.7,1.8,Night,Paddy,Blast,Bad
25.7,63.4,11.7,0.0,Afternoon,Paddy,Blast,Bad
22.6,68.8,5.3,0.0,Afternoon,Paddy,Blast,Bad
27.2,58.3,5.3,0.0,Afternoon,Paddy,Blast,Bad
21.4,51.8,9.6,0.0,Afternoon,Paddy,Blast,Bad
39.1,66.8,8.2,1.0,Night,Paddy,Blast,Bad
24.6,72.3,10.1,0.0,Night,Paddy,Blast,Bad
33.6,58.2,7.1,2.7,Afternoon,Paddy,Blast,Bad
23.6,83.0,13.8,4.9,Night,Paddy,Blast,Bad
36.8,59.5,13.5,0.0,Night,Paddy,Blast,Bad
19.5,82.2,14.1,0.5,Afternoon,Paddy,Blast,Bad
28.4,52.8,9.7,0.0,Afternoon,Paddy,Blast,Bad
27.1,79.5,9.7,0.0,Night,Paddy,Blast,Bad
35.3,81.4,8.1,1.7,Afternoon,Paddy,Blast,Bad
25.1,30.8,10.8,0.0,Night,Paddy,Blast,Bad
31.0,73.5,8.3,0.0,Afternoon,Paddy,Blast,Bad
34.7,38.4,10.6,2.0,Afternoon,Paddy,Blast,Bad
33.0,67.4,12.4,0.0,Afternoon,Paddy,Blast,Bad
34.2,34.8,5.8,0.9,Night,Paddy,Blast,Bad
31.7,93.4,10.3,0.0,Night,Paddy,Blast,Bad
21.7,69.5,11.0,0.0,Night,Paddy,Blast,Bad
37.4,77.4,5.3,4.1,Night,Paddy,Blast,Bad
36.3,58.2,11.6,0.0,Afternoon,Paddy,Blast,Bad
21.5,38.4,10.8,0.6,Afternoon,Paddy,Blast,Bad
38.3,85.0,10.0,0.0,Night,Paddy,Blast,Bad
21.4,86.5,12.8,1.2,Afternoon,Paddy,Blast,Bad
34.8,45.5,13.5,0.0,Night,Paddy,Blast,Bad
34.3,31.3,8.4,0.0,Afternoon,Paddy,Blast,Bad
24.7,68.1,8.9,0.0,Night,Paddy,Blast,Bad
24.7,36.3,6.0,0.0,Night,Paddy,Blast,Bad
37.4,60.5,11.3,0.0,Night,Paddy,Blast,Bad
21.4,47.7,5.5,2.7,Afternoon,Paddy,Blast,Bad
28.3,70.9,8.5,0.7,Night,Paddy,Blast,Bad
27.3,57.6,12.8,0.0,Night,Paddy,Blast,Bad
39.1,53.1,5.2,0.0,Afternoon,Paddy,Blast,Bad
18.7,62.8,10.9,0.0,Afternoon,Paddy,Blast,Bad
27.8,65.1,13.9,0.0,Afternoon,Paddy,Blast,Bad
33.9,77.7,12.0,0.0,Night,Paddy,Blast,Bad
30.4,77.8,12.3,0.4,Night,Paddy,Blast,Bad
23.0,68.2,10.4,0.0,Afternoon,Paddy,Blast,Bad
21.4,47.4,13.3,1.8,Afternoon,Paddy,Blast,Bad
38.8,72.1,8.8,0.0,Afternoon,Paddy,Blast,Bad
25.3,93.1,12.8,0.0,Night,Paddy,Blast,Bad
21.8,38.7,7.2,0.6,Afternoon,Paddy,Blast,Bad
31.5,57.0,13.1,0.0,Afternoon,Paddy,Blast,Bad
27.3,73.0,13.3,2.0,Night,Paddy,Blast,Bad
28.8,57.9,14.8,0.0,Afternoon,Paddy,Blast,Bad
20.1,68.6,7.2,0.0,Night,Paddy,Blast,Bad
37.9,42.8,5.2,0.0,Night,Paddy,Blast,Bad
22.6,70.0,5.1,1.0,Afternoon,Paddy,Blast,Bad
35.6,39.5,13.0,0.0,Night,Paddy,Blast,Bad
36.6,51.0,12.3,4.1,Afternoon,Paddy,Blast,Bad
21.6,48.6,8.1,3.2,Afternoon,Paddy,Blast,Bad
30.9,77.7,7.7,0.0,Afternoon,Paddy,Blast,Bad
37.0,81.4,9.3,0.0,Night,Paddy,Blast,Bad
32.1,52.7,14.0,0.0,Night,Paddy,Blast,Bad
20.2,41.8,11.0,0.0,Afternoon,Paddy,Blast,Bad
22.4,81.1,11.9,2.8,Afternoon,Paddy,Blast,Bad
33.4,45.5,13.9,0.0,Afternoon,Paddy,Blast,Bad
38.1,86.3,13.3,0.8,Night,Paddy,Blast,Bad
24.5,32.8,7.0,0.0,Night,Paddy,Blast,Bad
37.6,34.2,13.8,0.0,Night,Paddy,Blast,Bad
23.0,84.8,13.1,3.8,Afternoon,Paddy,Blast,Bad
20.2,41.0,12.6,0.0,Afternoon,Paddy,Blast,Bad
39.6,53.3,12.6,0.0,Night,Paddy,Blast,Bad
28.7,62.4,7.6,0.0,Night,Paddy,Blast,Bad
36.9,90.0,7.2,0.0,Afternoon,Paddy,Blast,Bad
35.8,93.3,9.7,1.7,Night,Paddy,Blast,Bad
36.1,86.7,6.4,0.0,Night,Paddy,Blast,Bad
20.2,91.5,14.1,0.0,Afternoon,Paddy,Blast,Bad
37.2,43.8,9.2,4.8,Night,Paddy,Blast,Bad
33.2,78.7,14.1,0.0,Afternoon,Paddy,Blast,Bad
21.9,75.2,9.7,0.0,Night,Paddy,Blast,Bad
26.7,58.9,5.7,0.0,Night,Paddy,Blast,Bad
21.0,92.1,7.0,0.0,Night,Paddy,Blast,Bad
38.7,59.8,6.5,0.0,Night,Paddy,Blast,Bad
36.8,91.6,12.8,3.7,Night,Paddy,Blast,Bad
34.5,94.9,8.8,0.0,Afternoon,Paddy,Blast,Bad
23.2,43.0,5.1,0.0,Night,Paddy,Blast,Bad
22.6,49.1,13.4,3.4,Night,Paddy,Blast,Bad
23.6,35.8,9.5,0.0,Night,Paddy,Blast,Bad
36.7,82.9,11.4,0.0,Night,Paddy,Blast,Bad
20.4,73.1,12.7,0.0,Afternoon,Paddy,Blast,Bad
29.4,90.3,6.9,0.0,Afternoon,Paddy,Blast,Bad
33.9,74.6,5.6,0.0,Night,Paddy,Blast,Bad
28.8,81.9,8.2,0.0,Afternoon,Paddy,Blast,Bad
37.3,60.7,13.5,0.0,Night,Paddy,Blast,Bad
22.8,83.4,13.2,0.0,Night,Paddy,Blast,Bad
37.1,75.6,9.9,0.0,Night,Paddy,Blast,Bad
22.7,39.8,14.2,0.0,Afternoon,Paddy,Blast,Bad
20.4,44.3,13.1,0.0,Afternoon,Paddy,Blast,Bad
27.7,88.0,10.2,4.8,Afternoon,Paddy,Blast,Bad
30.7,53.7,6.9,2.9,Afternoon,Paddy,Blast,Bad
28.1,37.4,13.6,3.9,Night,Paddy,Blast,Bad
25.3,77.6,14.6,0.0,Night,Paddy,Blast,Bad
37.5,86.6,10.0,0.0,Afternoon,Paddy,Blast,Bad
38.7,35.7,6.1,0.0,Night,Paddy,Blast,Bad
18.3,35.0,8.2,0.0,Afternoon,Paddy,Blast,Bad
19.6,88.7,9.1,0.0,Afternoon,Paddy,Blast,Bad
22.0,59.1,11.2,4.4,Afternoon,Paddy,Blast,Bad
21.9,87.4,10.0,0.0,Night,Paddy,Blast,Bad
38.4,54.9,5.9,0.0,Afternoon,Paddy,Blast,Bad
37.5,83.8,13.2,1.7,Afternoon,Paddy,Blast,Bad
24.9,47.7,9.8,0.0,Night,Paddy,Blast,Bad
34.8,82.6,14.2,0.0,Afternoon,Paddy,Blast,Bad
33.1,45.0,14.6,0.0,Night,Paddy,Blast,Bad
24.8,43.4,9.6,0.8,Night,Paddy,Blast,Bad
38.0,47.8,14.0,3.1,Afternoon,Paddy,Blast,Bad
31.3,43.2,6.6,0.0,Afternoon,Paddy,Blast,Bad
26.1,78.8,8.6,0.0,Afternoon,Paddy,Blast,Bad
21.1,32.7,6.6,0.0,Night,Paddy,Blast,Bad
22.9,56.7,13.3,3.5,Afternoon,Paddy,Blast,Bad
19.7,94.7,6.4,4.3,Night,Paddy,Blast,Bad
28.6,79.0,6.1,0.0,Afternoon,Paddy,Blast,Bad
31.5,83.4,9.8,1.4,Afternoon,Paddy,Blast,Bad
21.9,82.4,11.8,0.0,Night,Paddy,Blast,Bad
28.6,48.9,8.8,0.0,Night,Paddy,Blast,Bad
23.4,66.4,9.5,0.0,Afternoon,Paddy,Blast,Bad
22.9,41.9,5.5,1.1,Night,Paddy,Blast,Bad
34.3,34.4,5.8,0.0,Afternoon,Paddy,Blast,Bad
24.3,94.5,8.4,0.5,Night,Paddy,Blast,Bad
30.5,76.5,5.5,1.1,Night,Paddy,Blast,Bad
28.3,62.3,10.7,1.7,Afternoon,Paddy,Blast,Bad
35.3,56.9,5.6,0.0,Afternoon,Paddy,Blast,Bad
26.4,90.5,13.9,0.0,Night,Paddy,Blast,Bad
36.2,32.1,13.9,4.2,Afternoon,Paddy,Blast,Bad
36.5,67.9,11.2,0.0,Afternoon,Paddy,Blast,Bad
29.4,32.1,8.8,0.0,Afternoon,Paddy,Blast,Bad
27.5,35.2,5.5,4.8,Night,Paddy,Blast,Bad
31.9,36.3,9.9,0.0,Afternoon,Paddy,Blast,Bad
35.5,89.2,7.4,2.1,Night,Paddy,Blast,Bad
39.2,48.4,6.2,3.8,Night,Paddy,Blast,Bad
24.8,87.5,9.1,0.0,Night,Paddy,Blast,Bad
32.6,58.7,8.3,0.0,Night,Paddy,Blast,Bad
27.9,39.9,8.7,0.0,Night,Paddy,Blast,Bad
32.8,59.8,5.8,0.0,Afternoon,Paddy,Blast,Bad
39.4,76.6,14.4,2.4,Night,Paddy,Blast,Bad
35.7,46.0,5.2,0.0,Afternoon,Paddy,Blast,Bad
28.2,63.9,13.4,0.0,Afternoon,Paddy,Blast,Bad
23.8,92.7,14.9,3.4,Afternoon,Paddy,Blast,Bad
32.4,72.3,13.6,3.3,Night,Paddy,Blast,Bad
35.1,67.6,7.7,0.0,Night,Paddy,Blast,Bad
30.2,48.7,12.0,4.0,Night,Paddy,Blast,Bad
32.5,30.5,10.8,0.0,Night,Paddy,Blast,Bad
37.8,38.2,10.3,0.0,Night,Paddy,Blast,Bad
33.3,59.7,12.1,0.0,Afternoon,Paddy,Blast,Bad
37.5,85.4,12.0,0.0,Afternoon,Paddy,Blast,Bad
18.7,77.6,14.9,0.0,Afternoon,Paddy,Blast,Bad
24.7,58.5,6.0,0.6,Afternoon,Paddy,Blast,Bad
23.1,73.9,14.2,0.0,Night,Paddy,Blast,Bad
34.3,47.6,9.3,0.0,Afternoon,Paddy,Blast,Bad
34.7,38.8,9.3,0.0,Night,Paddy,Blast,Bad
27.9,40.4,14.3,0.0,Afternoon,Paddy,Blast,Bad
20.0,43.9,9.3,3.6,Afternoon,Paddy,Blast,Bad
39.7,94.7,8.4,0.0,Afternoon,Paddy,Blast,Bad
29.0,72.8,11.5,4.5,Night,Paddy,Blast,Bad
18.6,66.4,10.3,2.2,Afternoon,Paddy,Blast,Bad
28.2,55.7,6.2,3.2,Night,Paddy,Blast,Bad
33.2,55.9,9.6,0.0,Night,Paddy,Blast,Bad
31.4,60.4,8.3,4.3,Night,Paddy,Blast,Bad
35.2,52.8,11.4,1.8,Night,Paddy,Blast,Bad
21.9,63.2,8.0,0.0,Afternoon,Paddy,Blast,Bad
22.4,93.0,9.8,0.0,Night,Paddy,Blast,Bad
31.3,68.3,5.8,4.1,Afternoon,Paddy,Blast,Bad
24.3,36.0,7.1,0.0,Afternoon,Paddy,Blast,Bad
23.9,62.7,6.4,0.0,Afternoon,Paddy,Blast,Bad
23.5,52.1,12.2,0.0,Night,Paddy,Blast,Bad
21.6,60.9,11.3,3.8,Night,Paddy,Blast,Bad
30.7,60.8,13.0,0.0,Afternoon,Paddy,Blast,Bad
32.0,49.9,13.3,0.0,Afternoon,Paddy,Blast,Bad
22.5,46.8,6.6,0.0,Night,Paddy,Blast,Bad
37.1,75.7,7.8,0.0,Night,Paddy,Blast,Bad
39.7,42.6,5.3,0.0,Afternoon,Paddy,Blast,Bad
29.6,61.9,10.7,0.4,Afternoon,Paddy,Blast,Bad
30.5,30.3,10.1,0.0,Afternoon,Paddy,Blast,Bad
29.8,36.2,5.7,4.0,Night,Paddy,Blast,Bad
28.0,32.9,7.5,0.0,Afternoon,Paddy,Blast,Bad
31.9,78.5,7.9,3.1,Night,Paddy,Blast,Bad
18.4,76.5,13.5,0.0,Afternoon,Paddy,Blast,Bad
31.6,94.0,6.1,0.0,Night,Paddy,Blast,Bad
38.3,87.6,14.4,0.0,Afternoon,Paddy,Blast,Bad
39.8,93.6,14.5,0.0,Night,Paddy,Blast,Bad
30.1,75.7,6.2,2.2,Afternoon,Paddy,Blast,Bad
36.3,57.3,13.8,0.0,Night,Paddy,Blast,Bad
39.0,81.9,11.4,0.0,Afternoon,Paddy,Blast,Bad
33.2,32.9,11.1,0.0,Night,Paddy,Blast,Bad
19.7,38.0,13.3,0.0,Night,Paddy,Blast,Bad
21.8,77.4,8.8,0.0,Morning,Paddy,Brown spot,Good
22.3,61.0,5.6,0.0,Evening,Paddy,Brown spot,Good
27.5,51.1,3.8,0.0,Evening,Paddy,Brown spot,Good
31.7,60.2,6.1,0.0,Morning,Paddy,Brown spot,Good
24.3,55.9,4.4,0.0,Evening,Paddy,Brown spot,Good
27.9,68.7,4.7,0.0,Morning,Paddy,Brown spot,Good
30.2,50.6,3.2,0.0,Morning,Paddy,Brown spot,Good
28.2,70.9,5.4,0.0,Evening,Paddy,Brown spot,Good
27.7,52.8,9.5,0.0,Morning,Paddy,Brown spot,Good
24.7,78.4,4.3,0.0,Morning,Paddy,Brown spot,Good
25.6,64.6,2.2,0.0,Evening,Paddy,Brown spot,Good
29.4,60.3,8.5,0.0,Evening,Paddy,Brown spot,Good
23.5,50.6,6.9,0.0,Morning,Paddy,Brown spot,Good
24.2,73.5,5.4,0.0,Evening,Paddy,Brown spot,Good
25.7,66.0,4.3,0.0,Evening,Paddy,Brown spot,Good
21.1,57.8,9.5,0.0,Evening,Paddy,Brown spot,Good
23.8,66.4,6.0,0.0,Morning,Paddy,Brown spot,Good
29.4,71.4,5.8,0.0,Morning,Paddy,Brown spot,Good
29.2,77.3,9.3,0.0,Evening,Paddy,Brown spot,Good
22.6,68.6,2.7,0.0,Morning,Paddy,Brown spot,Good
25.8,69.7,6.6,0.0,Evening,Paddy,Brown spot,Good
28.2,75.5,4.8,0.0,Evening,Paddy,Brown spot,Good
26.3,61.2,2.5,0.0,Evening,Paddy,Brown spot,Good
27.9,54.7,4.5,0.0,Evening,Paddy,Brown spot,Good
30.8,59.8,4.7,0.0,Evening,Paddy,Brown spot,Good
27.3,71.2,2.9,0.0,Evening,Paddy,Brown spot,Good
29.0,77.7,4.3,0.0,Morning,Paddy,Brown spot,Good
27.1,73.6,9.4,0.0,Evening,Paddy,Brown spot,Good
25.4,63.4,8.6,0.0,Morning,Paddy,Brown spot,Good
22.1,62.6,8.7,0.0,Evening,Paddy,Brown spot,Good
26.0,70.1,8.0,0.0,Morning,Paddy,Brown spot,Good
24.9,74.5,8.8,0.0,Evening,Paddy,Brown spot,Good
25.8,75.6,8.4,0.0,Morning,Paddy,Brown spot,Good
23.4,53.0,6.3,0.0,Morning,Paddy,Brown spot,Good
24.7,74.0,10.0,0.0,Morning,Paddy,Brown spot,Good
23.1,67.1,7.2,0.0,Morning,Paddy,Brown spot,Good
31.6,52.9,9.7,0.0,Evening,Paddy,Brown spot,Good
26.4,60.6,3.5,0.0,Evening,Paddy,Brown spot,Good
28.5,51.9,6.6,0.0,Evening,Paddy,Brown spot,Good
21.3,58.5,5.4,0.0,Evening,Paddy,Brown spot,Good
30.9,75.8,6.9,0.0,Evening,Paddy,Brown spot,Good
23.2,65.2,8.4,0.0,Morning,Paddy,Brown spot,Good
23.5,71.4,6.9,0.0,Evening,Paddy,Brown spot,Good
22.2,57.1,2.6,0.0,Morning,Paddy,Brown spot,Good
25.3,80.0,2.6,0.0,Evening,Paddy,Brown spot,Good
21.1,55.6,6.6,0.0,Morning,Paddy,Brown spot,Good
29.8,77.8,7.6,0.0,Evening,Paddy,Brown spot,Good
24.6,50.4,4.6,0.0,Morning,Paddy,Brown spot,Good
30.4,57.1,2.3,0.0,Evening,Paddy,Brown spot,Good
22.0,63.8,2.9,0.0,Morning,Paddy,Brown spot,Good
24.8,66.6,5.1,0.0,Morning,Paddy,Brown spot,Good
28.7,77.3,6.0,0.0,Morning,Paddy,Brown spot,Good
24.2,66.5,2.9,0.0,Evening,Paddy,Brown spot,Good
25.1,75.9,7.1,0.0,Evening,Paddy,Brown spot,Good
24.8,76.9,4.0,0.0,Evening,Paddy,Brown spot,Good
22.2,56.2,9.2,0.0,Morning,Paddy,Brown spot,Good
23.1,61.6,3.3,0.0,Morning,Paddy,Brown spot,Good
23.9,63.6,6.8,0.0,Morning,Paddy,Brown spot,Good
22.0,59.1,3.1,0.0,Morning,Paddy,Brown spot,Good
22.9,64.1,4.6,0.0,Morning,Paddy,Brown spot,Good
29.4,58.5,7.0,0.0,Morning,Paddy,Brown spot,Good
29.8,55.2,9.4,0.0,Morning,Paddy,Brown spot,Good
22.6,72.3,4.9,0.0,Evening,Paddy,Brown spot,Good
27.5,56.5,5.0,0.0,Morning,Paddy,Brown spot,Good
29.4,78.9,4.8,0.0,Evening,Paddy,Brown spot,Good
31.9,51.0,8.2,0.0,Morning,Paddy,Brown spot,Good
26.0,61.5,2.1,0.0,Morning,Paddy,Brown spot,Good
28.0,52.9,9.2,0.0,Morning,Paddy,Brown spot,Good
29.9,50.0,6.6,0.0,Morning,Paddy,Brown spot,Good
20.3,63.6,2.5,0.0,Morning,Paddy,Brown spot,Good
26.8,78.0,3.4,0.0,Evening,Paddy,Brown spot,Good
29.3,70.1,6.9,0.0,Morning,Paddy,Brown spot,Good
28.4,57.1,5.8,0.0,Evening,Paddy,Brown spot,Good
24.6,72.5,7.1,0.0,Morning,Paddy,Brown spot,Good
24.9,50.7,8.2,0.0,Evening,Paddy,Brown spot,Good
26.2,53.9,7.1,0.0,Evening,Paddy,Brown spot,Good
27.7,60.0,6.3,0.0,Morning,Paddy,Brown spot,Good
30.3,74.2,7.7,0.0,Evening,Paddy,Brown spot,Good
31.4,67.0,4.5,0.0,Evening,Paddy,Brown spot,Good
21.6,72.9,3.2,0.0,Evening,Paddy,Brown spot,Good
31.7,75.4,3.0,0.0,Evening,Paddy,Brown spot,Good
24.0,72.0,7.3,0.0,Morning,Paddy,Brown spot,Good
26.7,71.2,9.9,0.0,Morning,Paddy,Brown spot,Good
31.7,74.1,7.0,0.0,Morning,Paddy,Brown spot,Good
23.7,52.0,8.8,0.0,Morning,Paddy,Brown spot,Good
30.3,61.7,2.8,0.0,Evening,Paddy,Brown spot,Good
21.2,61.6,2.3,0.0,Morning,Paddy,Brown spot,Good
21.3,69.2,3.3,0.0,Morning,Paddy,Brown spot,Good
30.8,67.1,5.5,0.0,Evening,Paddy,Brown spot,Good
24.4,70.6,7.1,0.0,Evening,Paddy,Brown spot,Good
28.0,70.5,4.6,0.0,Morning,Paddy,Brown spot,Good
22.1,68.2,2.8,0.0,Morning,Paddy,Brown spot,Good
21.6,52.6,3.4,0.0,Evening,Paddy,Brown spot,Good
21.7,54.6,7.6,0.0,Evening,Paddy,Brown spot,Good
21.5,74.9,2.2,0.0,Evening,Paddy,Brown spot,Good
25.7,52.0,3.9,0.0,Evening,Paddy,Brown spot,Good
24.2,77.4,6.6,0.0,Evening,Paddy,Brown spot,Good
29.2,58.5,8.3,0.0,Evening,Paddy,Brown spot,Good
25.5,61.7,2.7,0.0,Morning,Paddy,Brown spot,Good
26.7,75.3,2.1,0.0,Morning,Paddy,Brown spot,Good
22.1,67.8,3.5,0.0,Evening,Paddy,Brown spot,Good
21.1,67.7,4.9,0.0,Evening,Paddy,Brown spot,Good
22.0,70.1,5.4,0.0,Evening,Paddy,Brown spot,Good
21.7,65.8,7.2,0.0,Morning,Paddy,Brown spot,Good
20.1,64.4,9.3,0.0,Evening,Paddy,Brown spot,Good
26.8,62.3,4.1,0.0,Evening,Paddy,Brown spot,Good
31.2,75.0,9.9,0.0,Morning,Paddy,Brown spot,Good
28.7,74.2,8.6,0.0,Evening,Paddy,Brown spot,Good
22.2,60.3,3.5,0.0,Morning,Paddy,Brown spot,Good
27.4,79.9,9.2,0.0,Morning,Paddy,Brown spot,Good
27.3,51.8,8.2,0.0,Evening,Paddy,Brown spot,Good
24.7,66.6,9.6,0.0,Morning,Paddy,Brown spot,Good
25.7,77.4,5.6,0.0,Morning,Paddy,Brown spot,Good
31.4,60.1,6.1,0.0,Morning,Paddy,Brown spot,Good
25.6,70.0,4.9,0.0,Morning,Paddy,Brown spot,Good
30.9,80.0,8.2,0.0,Morning,Paddy,Brown spot,Good
27.0,77.7,7.6,0.0,Evening,Paddy,Brown spot,Good
23.9,77.1,9.0,0.0,Morning,Paddy,Brown spot,Good
28.6,64.5,10.0,0.0,Evening,Paddy,Brown spot,Good
22.5,70.2,7.6,0.0,Morning,Paddy,Brown spot,Good
23.0,59.1,2.5,0.0,Evening,Paddy,Brown spot,Good
29.4,73.4,7.9,0.0,Evening,Paddy,Brown spot,Good
22.0,55.5,8.7,0.0,Morning,Paddy,Brown spot,Good
23.9,57.3,9.5,0.0,Morning,Paddy,Brown spot,Good
28.3,65.3,5.1,0.0,Morning,Paddy,Brown spot,Good
23.8,79.7,9.2,0.0,Morning,Paddy,Brown spot,Good
29.6,51.9,2.8,0.0,Evening,Paddy,Brown spot,Good
31.3,75.8,3.9,0.0,Evening,Paddy,Brown spot,Good
20.2,72.6,4.7,0.0,Evening,Paddy,Brown spot,Good
28.4,72.9,9.4,0.0,Morning,Paddy,Brown spot,Good
26.1,63.5,6.2,0.0,Morning,Paddy,Brown spot,Good
28.5,73.7,9.8,0.0,Morning,Paddy,Brown spot,Good
23.8,67.1,6.5,0.0,Evening,Paddy,Brown spot,Good
